,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
63373,63373,New Zealand,"This wine successfully embodies the tropical fruit side of Marlborough Sauvignon Blanc, blending hints of pineapple and passion fruit into a package that includes ample weight and a clean, refreshing finish.",The Straits Reserve,88,16.0,Marlborough,,,Joe Czerwinski,@JoeCz,Sileni 2013 The Straits Reserve Sauvignon Blanc (Marlborough),Sauvignon Blanc,Sileni
119951,119951,US,"This is the Left Bank companion to the winery's La Soeur blend. Here the Cabernet Sauvignon is dominant, with Merlot and a splash of Petit Verdot making up the last third. Firm, dark and tight upon opening, it sends up scents of smoke and charcoal, forming a wreath around dense fruit flavors of blueberry and cassis. A young wine, with perhaps a decade or more of life ahead of it.",Le Frère,91,35.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Ancestry 2011 Le Frère Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Ancestry
20040,20040,US,"Pommard and Dijon clones planted in 2001 fuel this tasty wine. Its dusty plum and black cherry fruit carries a touch of dark chocolate, all framed by firm yet polished tannins. Built to age, it can be enjoyed now with a good decanting.",Clay Court,91,60.0,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Elk Cove 2015 Clay Court Pinot Noir (Chehalem Mountains),Pinot Noir,Elk Cove
88038,88038,Chile,"Richly fruity and soft, this wine boasts loads of black-cherry and plum flavors. Clearly made from very ripe fruit, it lacks the herbaceous-vegetal character so often found in Merlot, but also any sense of structure. Finishes with a bit of alcoholic heat.",Xplorador,85,8.0,Rapel Valley,,,Joe Czerwinski,@JoeCz,Concha y Toro 1999 Xplorador Merlot (Rapel Valley),Merlot,Concha y Toro
94138,94138,France,"Using grapes sourced from the greatest white-wine vineyard in Burgundy, this is huge, dense, very rich and complex. The balance already shows in the wine's acidity, ripe yellow fruit and round texture. Wood aging brings notes of spice and toast. This will age for many years.",,94,430.0,Burgundy,Montrachet,,Roger Voss,@vossroger,Louis Latour 2010  Montrachet,Chardonnay,Louis Latour
52171,52171,Italy,"This has classic Nebbiolo aromas of truffle, underbrush and tobacco leaf, along with a restrained but vibrant palate showing bright cherry, clove and mint. It's forward and friendly, with silky tannins, and can be enjoyed now through 2019.",Boscatto,90,,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Bel Colle 2009 Boscatto  (Barolo),Nebbiolo,Bel Colle
112568,112568,US,"This 100% varietal wine, barrel-aged in French and American oak, offers aromas of vanilla, cranberry, cinnamon and raisinated red fruit, seeming a bit advanced for its age. The palate has tart acids and good flavor concentration, backed by somewhat blocky tannins.",Celebration Series,88,28.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Armstrong Family 2012 Celebration Series Cabernet Franc (Columbia Valley (WA)),Cabernet Franc,Armstrong Family
129140,129140,US,"Shows all the hallmarks of a wine that will improve with mid-term aging. The flavors leap out now, and are all about ripe, crushed blackberries, red and black currants, anise and sweet, smoky cedar. Yet there's a tannic interference that's a little hard and astringent. Decant, if you have to open, but should hit its stride after 2009.",Estate,92,50.0,California,Napa Valley,Napa,,,Signorello 2005 Estate Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Signorello
81446,81446,US,"This Bordeaux-style blend is half Cabernet Sauvignon, the rest a mix of Merlot, Malbec and Cabernet Franc. Light, leafy, somewhat green flavors suggest thin, plummy fruit with a strong herbal streak. It looses weight quickly and turns tannic.",Evan's Collection,85,36.0,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Pacifica 2011 Evan's Collection Meritage (Washington),Meritage,Pacifica
103667,103667,Spain,"There's no denying this wine's force. It's 15% ABV but balanced, with roasted berry, leather, toasty oak, graphite and prune aromas. The palate feels full, flush and without gaps, while flavors of blackberry, cassis, chocolate and spice finish exceedingly smooth, with loamy notes and leftover spice. Drink through 2020.",,93,70.0,Northern Spain,Toro,,Michael Schachner,@wineschach,Pintia 2009  Toro,Tinta de Toro,Pintia
64571,64571,US,"This Merlot over-delivers for the everyday price. It's bone dry and classically structured, with rich, ripe tannins and mouthwatering acidity framing flavors of cherries, red and black currants, dusty spices and cedar. Sommeliers, scoop this one up. More than 15,000 cases produced.",L de Lyeth,87,11.0,California,Sonoma County,Sonoma,,,Lyeth 2006 L de Lyeth Merlot (Sonoma County),Merlot,Lyeth
28604,28604,US,"The estate vineyard is in Calistoga, and the wine shows gorgeously ripe flavors but never loses its basic Napa elegance and balance. Filled with flamboyant blackberry jam, cherry, cassis, licorice, chocolate and smoky vanilla-oak flavors, it appeals immediately to the tastebuds, but has the tannin-acid balance to age for a decade.",Palisades Vineyard,90,65.0,California,Napa Valley,Napa,,,Clos Pegase 2003 Palisades Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Clos Pegase
102898,102898,France,"With its tannins, the wine is firm, tight and dark. The black fruit flavors are just beginning to come through. It has power and structure and certainly needs to age. Drink from 2017.",Epenots Premier Cru,88,95.0,Burgundy,Pommard,,Roger Voss,@vossroger,Louis Latour 2011 Epenots Premier Cru  (Pommard),Pinot Noir,Louis Latour
25935,25935,Portugal,"Soft, warm and lightly tannic, this has an herbaceous character. Its fresh acidity balances its black currant flavor. It is fragrant, fruity and mature; ready to drink.",Montefino,87,10.0,Alentejano,,,Roger Voss,@vossroger,Monte da Penha 2007 Montefino Red (Alentejano),Portuguese Red,Monte da Penha
22779,22779,US,"One of Mikael Sigouin's single-vineyard studies, this shows sandalwood, rose petals and juicy berries on the nose. It's ripe yet restrained on the palate, with plump red berries that pull back before being too juicy, with licorice spice and plum skin bitterness on the edges.",Tierra Alta VIneyard,90,42.0,California,Ballard Canyon,Central Coast,Matt Kettmann,@mattkettmann,Kaena 2012 Tierra Alta VIneyard Grenache (Ballard Canyon),Grenache,Kaena
88283,88283,Italy,"This Brunello opens with a bright ruby color and delivers aromas of cherry cola, Spanish cedar, cigar box, wild berries and spice. It's a streamlined wine that puts more emphasis on elegance than brawn or power. A Marc de Grazia selection; various American importers.",Gorelli,88,65.0,Tuscany,Brunello di Montalcino,,,,Le Potazzine 2005 Gorelli  (Brunello di Montalcino),Sangiovese Grosso,Le Potazzine
118235,118235,US,"Tart aromas of sour cream, yogurt, candied lime and pressed quince show on the nose of this stylishly structured Chardonnay. The palate carries the theme forward, with pithy pink grapefruit notes, lime ade and brie rinds, showing firm tension on the tongue and bound-up energy that will keep this bottle alive for years.",,91,16.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Zaca Mesa 2013 Chardonnay (Santa Ynez Valley),Chardonnay,Zaca Mesa
43270,43270,Chile,"Raw, earthy plum aromas are spicy and lightly herbal. This feels saucy yet monotone. Tomato, red-plum and herbal flavors end with a hint of brown sugar and a continuation of the wine's herbal plum character.",Reserva Estate Bottled,85,10.0,Maule Valley,,,Michael Schachner,@wineschach,Chilensis 2013 Reserva Estate Bottled Merlot (Maule Valley),Merlot,Chilensis
97415,97415,US,"This Rhone winery's inaugural Bordeaux variety offering is a blend of 57% Cabernet and 43% Merlot. The aromas of dried and fresh herbs and barrel spice show nuance, leaning slightly into the green. The cherry and dark-fruit flavors display an exquisite sense of polish, detail and length that kicks it up a notch.",Heritage DuBrul Vineyard,92,35.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Kevin White 2013 Heritage DuBrul Vineyard Red (Yakima Valley),Bordeaux-style Red Blend,Kevin White
87591,87591,France,"Full and ripe, this has a pure, fragrant fruitiness. Its structure and freshness add a delicious drinkability to this rich wine. Age for another year.",Kritt,90,30.0,Alsace,Alsace,,Roger Voss,@vossroger,Domaine Gresser 2010 Kritt Gewurztraminer (Alsace),Gewürztraminer,Domaine Gresser
69808,69808,France,"Intensely herbal and green, this wine is as crisp as possible. It's also attractively perfumed from the Gros Manseng in the blend that is dominated by Colombard and Ugni Blanc. The wine is brightly fruity and deliciously crisp and refreshing. Drink now.",,84,,Southwest France,Côtes de Gascogne,,Roger Voss,@vossroger,Domaine de Maubet 2016 White (Côtes de Gascogne),White Blend,Domaine de Maubet
1392,1392,US,"Cola, black cherry and crushed purple flowers show on the nose of this bottling, one of the first reds to emerge from the 2014 vintage. It's light and energetic on the palate, with tangy cranberry juice and a touch of licorice.",Hicks Family Vineyard,88,48.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Apriori 2014 Hicks Family Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,Apriori
55712,55712,US,"There is a bit of sweetness which gives a quick impression of body to the light, cherry-flavored fruit. Once in the mouth the wine quickly fades, leaving just an astringent aftertaste with no particular varietal character.",,81,23.0,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Agate Ridge 2008 Grenache (Rogue Valley),Grenache,Agate Ridge
13825,13825,US,"Sugary sweet in lemon and lime, pineapple, papaya and vanilla custard flavors, with good, balancing acidity. Basically a dessert wine. Roussanne and Marsanne.",The First Date,84,28.0,California,California,California Other,,,JC Cellars 2007 The First Date White (California),Rhône-style White Blend,JC Cellars
117862,117862,US,"This wine, which is from the Napa side of the sprawling Carneros appellation, is superb. It's soft, rich and chocolaty, with a rich vein of ripe blackberries, but it also has a tannic structure and dry finish that make it balanced and complex. Drink now–2015.",Larry Hyde & Sons Vineyard,93,60.0,California,Napa Valley,Napa,,,Joseph Phelps 2009 Larry Hyde & Sons Vineyard Syrah (Napa Valley),Syrah,Joseph Phelps
96802,96802,Italy,"This Sauvignon opens with beautiful aromas of exotic fruit, citrus, dried sage and a touch of cinnamon spice at the back. The mouthfeel is smooth and dense with a crisp, but creamy aftertaste.",Premstaler,90,29.0,Northeastern Italy,Alto Adige,,,,Kellerei Kaltern Caldaro 2011 Premstaler Sauvignon (Alto Adige),Sauvignon,Kellerei Kaltern Caldaro
64162,64162,US,"Daffodils, lemon rinds and yellow apples rise on the nose of this bottling like a delicate flower petal. The palate is also finely toned, light in style and easy to enjoy, with hints of limestone, sea salt, Meyer lemon and Gravenstein apple.",Estate Bottled,92,27.0,California,Arroyo Grande Valley,Central Coast,Matt Kettmann,@mattkettmann,Talley 2014 Estate Bottled Chardonnay (Arroyo Grande Valley),Chardonnay,Talley
41540,41540,Italy,"Aromas of black-skinned berry and exotic spice set the tone on this blend of Corvina, Corvinone and Rondinella. The dense palate delivers ripe black cherry, clove and a touch of white pepper alongside smooth tannins. Enjoy through 2021.",,88,20.0,Veneto,Valpolicella Classico Superiore Ripasso,,Kerin O’Keefe,@kerinokeefe,Albino Armani 2015  Valpolicella Classico Superiore Ripasso,Red Blend,Albino Armani
1691,1691,France,"Rich and broad in the mouth, with notes of honeyed citrus reminiscent of tangerine and a tang of peppery spice. The finish is warm, spicy and long, with a hint of vanilla oak. Drink it now and over the next year or two for its undeniable richness.",Vieilles Vignes,90,63.0,Rhône Valley,Châteauneuf-du-Pape,,Joe Czerwinski,@JoeCz,Tardieu-Laurent 2009 Vieilles Vignes White (Châteauneuf-du-Pape),Rhône-style White Blend,Tardieu-Laurent
97339,97339,US,"Oregon has staked a claim on Pinot Gris, but most is from the north. This Rogue Valley bottling is crisp and creamy, with leesy textures and fruit that offers Asian pear and hints of tropical fruits as well. Terrific acids propel the wine and keep it lively and poised, the balance could not be better.",,88,16.0,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Del Rio 2006 Pinot Gris (Rogue Valley),Pinot Gris,Del Rio
69891,69891,Australia,"The aromas of this Shiraz are surprisingly dark; they tend toward the blackberry and cola end of the spectrum, while the flavors are more reminiscent of stewed berries with a touch of cinnamon. Medium to full in body, the wine is pleasantly round in the mouth, then turns tart on the finish. Drink now-2015.",Snake Charmer,87,20.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Vinaceous 2007 Snake Charmer Shiraz (McLaren Vale),Shiraz,Vinaceous
82412,82412,Italy,"This 100% Sangiovese wine opens with fragrant blue flower and underbrush scents. Juicy red cherry fills out the palate, with clove and a ground pepper note. Enjoy soon.",,88,12.0,Tuscany,Chianti Montalbano,,Kerin O’Keefe,@kerinokeefe,Cantagallo 2015  Chianti Montalbano,Sangiovese,Cantagallo
72578,72578,Argentina,"Upfront earthy aromas of black olive render this Malbec's berry notes as secondary. This feels chunky, even a bit flabby. Flavors of black fruits and peppery spice finish with a note of oaky mint and drying tannins. Drink now through 2018.",Gen,89,,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Vicentin 2013 Gen Malbec (Mendoza),Malbec,Vicentin
